Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
MATERIAL,,,,,,,,,,,,,,,,,
Item,Req Qty,Qty,Pipe Description,,,,,,,,Article No,Make-Up Loss,Average ID mm,Volume/ltr/mtr,Usage Dope Kg,Drift #,OD
1,182,182,TUBING 7'',,,,,,,,123456,0.124,157.558,19.497135057302643,,#818,153.9
,,,,,,,,,,,,,,,,,
Total,182,182,,,,,,,,,,,Sum dope usage,,0,,
,,,,,,ID measurement,,,,,,,,,,,
Joint #,O/A length,M/U Loss,Eff. Lenght,Run. length,,ID box1,ID box2,ID pin1,ID pin2,Comments,,,,,,,
60,12.015,0.124,11.891,712.3069999999998,,,,,,,,,,,,,
61,12.029,0.124,11.905,724.2119999999998,,,,,,,,,,,,,
62,12.028,0.124,11.904,736.1159999999998,,,,,,,,,,,,,
63,12.034,0.124,11.91,748.0259999999997,,,,,,,,,,,,,
64,12.019,0.124,11.895,759.9209999999997,,,,,,,,,,,,,
65,11.951,0.124,11.827,771.7479999999997,,,,,,,,,,,,,
66,11.951,0.124,11.827,783.5749999999997,,,,,,,,,,,,,
67,11.994,0.124,11.87,795.4449999999997,,,,,,,,,,,,,
68,11.925,0.124,11.801,807.2459999999998,,,,,,,,,,,,,
69,11.295,0.124,11.171,818.4169999999998,,,,,,,,,,,,,
70,12.04,0.124,11.915999999999999,830.3329999999999,,,,,,,,,,,,,
71,12.042,0.124,11.918,842.2509999999999,,,,,,,,,,,,,
72,11.959,0.124,11.834999999999999,854.0859999999999,,,,,,,,,,,,,
73,11.978,0.124,11.854,865.9399999999999,,,,,,,,,,,,,
74,11.913,0.124,11.789,877.7289999999999,,,,,,,,,,,,,
75,12.071,0.124,11.947,889.6759999999999,,,,,,,,,,,,,
76,11.911,0.124,11.786999999999999,901.463,,,,,,,,,,,,,
77,11.642,0.124,11.517999999999999,912.981,,,,,,,,,,,,,
78,12.029,0.124,11.905,924.886,,,,,,,,,,,,,
79,11.867,0.124,11.743,936.629,,,,,,,,,,,,,
80,11.991,0.124,11.866999999999999,948.496,,,,,,,,,,,,,
81,11.8,0.124,11.676,960.172,,,,,,,,,,,,,
82,11.894,0.124,11.77,971.942,,,,,,,,,,,,,
83,11.79,0.124,11.665999999999999,983.6080000000001,,,,,,,,,,,,,
84,12.138,0.124,12.014,995.6220000000001,,,,,,,,,,,,,
85,12.126,0.124,12.001999999999999,1007.624,,,,,,,,,,,,,
86,12.129,0.124,12.004999999999999,1019.629,,,,,,,,,,,,,
87,11.959,0.124,11.834999999999999,1031.464,,,,,,,,,,,,,
88,12.126,0.124,12.001999999999999,1043.466,,,,,,,,,,,,,
89,11.986,0.124,11.862,1055.328,,,,,,,,,,,,,
90,12.127,0.124,12.003,1067.331,,,,,,,,,,,,,
91,11.707,0.124,11.583,1078.914,,,,,,,,,,,,,
92,12.045,0.124,11.921,1090.835,,,,,,,,,,,,,
93,11.583,0.124,11.459,1102.294,,,,,,,,,,,,,
94,12.129,0.124,12.004999999999999,1114.2990000000002,,,,,,,,,,,,,
95,12.137,0.124,12.013,1126.3120000000001,,,,,,,,,,,,,
96,11.943,0.124,11.818999999999999,1138.131,,,,,,,,,,,,,
97,12.041,0.124,11.917,1150.048,,,,,,,,,,,,,
98,11.876,0.124,11.751999999999999,1161.8,,,,,,,,,,,,,
99,12.033,0.124,11.908999999999999,1173.709,,,,,,,,,,,,,
100,12.037,0.124,11.913,1185.622,,,,,,,,,,,,,
101,12.035,0.124,11.911,1197.5330000000001,,,,,,,,,,,,,
102,11.836,0.124,11.712,1209.2450000000001,,,,,,,,,,,,,
103,11.917,0.124,11.793,1221.038,,,,,,,,,,,,,
104,12.037,0.124,11.913,1232.951,,,,,,,,,,,,,
105,11.835,0.124,11.711,1244.662,,,,,,,,,,,,,
106,11.946,0.124,11.822,1256.484,,,,,,,,,,,,,
107,12.004,0.124,11.879999999999999,1268.364,,,,,,,,,,,,,
108,12.132,0.124,12.008,1280.372,,,,,,,,,,,,,
109,12.116,0.124,11.991999999999999,1292.364,,,,,,,,,,,,,
110,12.042,0.124,11.918,1304.282,,,,,,,,,,,,,
111,12.039,0.124,11.915,1316.197,,,,,,,,,,,,,
112,11.838,0.124,11.713999999999999,1327.9109999999998,,,,,,,,,,,,,
113,12.126,0.124,12.001999999999999,1339.9129999999998,,,,,,,,,,,,,
114,12.135,0.124,12.011,1351.9239999999998,,,,,,,,,,,,,
115,12.122,0.124,11.998,1363.9219999999998,,,,,,,,,,,,,
116,12.121,0.124,11.997,1375.9189999999999,,,,,,,,,,,,,
117,12.132,0.124,12.008,1387.927,,,,,,,,,,,,,
118,12.133,0.124,12.008999999999999,1399.936,,,,,,,,,,,,,
119,12.006,0.124,11.882,1411.818,,,,,,,,,,,,,
120,11.559,0.124,11.434999999999999,1423.253,,,,,,,,,,,,,
121,11.982,0.124,11.857999999999999,1435.1109999999999,,,,,,,,,,,,,
122,11.513,0.124,11.389,1446.4999999999998,,,,,,,,,,,,,
123,12.116,0.124,11.991999999999999,1458.4919999999997,,,,,,,,,,,,,
124,12.139,0.124,12.014999999999999,1470.5069999999998,,,,,,,,,,,,,
125,12.002,0.124,11.878,1482.3849999999998,,,,,,,,,,,,,
126,11.991,0.124,11.866999999999999,1494.2519999999997,,,,,,,,,,,,,
127,12.037,0.124,11.913,1506.1649999999997,,,,,,,,,,,,,
128,12.039,0.124,11.915,1518.0799999999997,,,,,,,,,,,,,
129,12.116,0.124,11.991999999999999,1530.0719999999997,,,,,,,,,,,,,
130,12.114,0.124,11.99,1542.0619999999997,,,,,,,,,,,,,
131,12.126,0.124,12.001999999999999,1554.0639999999996,,,,,,,,,,,,,
132,11.981,0.124,11.857,1565.9209999999996,,,,,,,,,,,,,
133,12.303,0.124,12.179,1578.0999999999997,,,,,,,,,,,,,
134,12.304,0.124,12.18,1590.2799999999997,,,,,,,,,,,,,
135,12.294,0.124,12.17,1602.4499999999998,,,,,,,,,,,,,
136,12.288,0.124,12.164,1614.6139999999998,,,,,,,,,,,,,
137,12.287,0.124,12.163,1626.7769999999998,,,,,,,,,,,,,
138,12.304,0.124,12.18,1638.9569999999999,,,,,,,,,,,,,
139,12.302,0.124,12.177999999999999,1651.135,,,,,,,,,,,,,
140,12.306,0.124,12.181999999999999,1663.317,,,,,,,,,,,,,
141,12.289,0.124,12.165,1675.482,,,,,,,,,,,,,
142,12.159,0.124,12.035,1687.517,,,,,,,,,,,,,
143,12.303,0.124,12.179,1699.6960000000001,,,,,,,,,,,,,
144,12.295,0.124,12.171,1711.8670000000002,,,,,,,,,,,,,
145,12.297,0.124,12.173,1724.0400000000002,,,,,,,,,,,,,
146,12.288,0.124,12.164,1736.2040000000002,,,,,,,,,,,,,
147,12.291,0.124,12.167,1748.371,,,,,,,,,,,,,
148,12.313,0.124,12.189,1760.5600000000002,,,,,,,,,,,,,
149,12.043,0.124,11.918999999999999,1772.4790000000003,,,,,,,,,,,,,
150,12.306,0.124,12.181999999999999,1784.6610000000003,,,,,,,,,,,,,
151,12.296,0.124,12.171999999999999,1796.8330000000003,,,,,,,,,,,,,
152,12.309,0.124,12.184999999999999,1809.0180000000003,,,,,,,,,,,,,
153,12.301,0.124,12.177,1821.1950000000002,,,,,,,,,,,,,
154,12.401,0.124,12.277,1833.4720000000002,,,,,,,,,,,,,
155,12.288,0.124,12.164,1845.6360000000002,,,,,,,,,,,,,
156,12.277,0.124,12.152999999999999,1857.7890000000002,,,,,,,,,,,,,
157,12.395,0.124,12.270999999999999,1870.0600000000002,,,,,,,,,,,,,
158,12.29,0.124,12.165999999999999,1882.226,,,,,,,,,,,,,
159,12.294,0.124,12.17,1894.3960000000002,,,,,,,,,,,,,
160,12.398,0.124,12.274,1906.67,,,,,,,,,,,,,
161,12.289,0.124,12.165,1918.835,,,,,,,,,,,,,
162,12.316,0.124,12.192,1931.027,,,,,,,,,,,,,
163,12.399,0.124,12.274999999999999,1943.3020000000001,,,,,,,,,,,,,
164,12.4,0.124,12.276,1955.5780000000002,,,,,,,,,,,,,
165,12.401,0.124,12.277,1967.8550000000002,,,,,,,,,,,,,
166,12.285,0.124,12.161,1980.0160000000003,,,,,,,,,,,,,
167,12.158,0.124,12.033999999999999,1992.0500000000004,,,,,,,,,,,,,
168,12.283,0.124,12.158999999999999,2004.2090000000005,,,,,,,,,,,,,
169,12.285,0.124,12.161,2016.3700000000006,,,,,,,,,,,,,
170,12.283,0.124,12.158999999999999,2028.5290000000007,,,,,,,,,,,,,
171,12.289,0.124,12.165,2040.6940000000006,,,,,,,,,,,,,
172,12.281,0.124,12.157,2052.8510000000006,,,,,,,,,,,,,
173,12.305,0.124,12.181,2065.0320000000006,,,,,,,,,,,,,
174,12.314,0.124,12.19,2077.2220000000007,,,,,,,,,,,,,
175,12.14,0.124,12.016,2089.2380000000007,,,,,,,,,,,,,
176,12.24,0.124,12.116,2101.3540000000007,,,,,,,,,,,,,
177,12.305,0.124,12.181,2113.5350000000008,,,,,,,,,,,,,
178,12.295,0.124,12.171,2125.7060000000006,,,,,,,,,,,,,
179,12.046,0.124,11.921999999999999,2137.6280000000006,,,,,,,,,,,,,
180,11.749,0.124,11.625,2149.2530000000006,,,,,,,,,,,,,
181,12.057,0.124,11.933,2161.1860000000006,,,,,,,,,,,,,
182,12.119,0.124,11.995,2173.1810000000005,,,,,,,,,,,,,
